tripId,city,vehicleType,distanceKm,durationMinutes,timeOfDay,dayOfWeek,trafficLevel,weatherCondition,baseFare,perKmRate,perMinuteRate,surgeMultiplier,quotedFare,expectedFare,overchargePercentage,fareStatus,datasetSource
synthetic-000165,Chennai,AUTO,5.85,9,DAY,WEEKDAY,LOW,HOT,30,12,0,1.0,121.0,100.2,20.76,SLIGHTLY_HIGH,synthetic
synthetic-000166,Chennai,TAXI,19.65,54,NIGHT,WEEKDAY,HIGH,COLD,50,18,0,1.0,853.0,403.7,111.3,OVERCHARGED,synthetic
synthetic-000167,Madurai,AUTO,5.45,14,EVENING,WEEKDAY,LOW,COLD,30,12,0,1.5,126.0,143.1,-11.95,FAIR,synthetic
synthetic-000168,Madurai,AUTO,19.53,41,DAY,SUNDAY,NORMAL,COLD,30,12,0,1.0,253.0,264.36,-4.3,FAIR,synthetic
synthetic-000169,Chennai,TAXI,4.22,3,DAY,SUNDAY,LOW,CLEAR,50,18,0,1.0,173.0,125.96,37.35,OVERCHARGED,synthetic
synthetic-000170,Madurai,TAXI,20.11,51,NIGHT,WEEKDAY,LOW,RAIN,50,18,0,1.0,505.0,411.98,22.58,SLIGHTLY_HIGH,synthetic
synthetic-000171,Bengaluru,BUS,15.17,44,EVENING,SUNDAY,NORMAL,CLEAR,10,2,0,1.0,36.0,40.34,-10.76,FAIR,synthetic
synthetic-000172,Bengaluru,BIKE_TAXI,12.46,37,EVENING,SATURDAY,NORMAL,COLD,20,8,0,1.0,209.0,119.68,74.63,OVERCHARGED,synthetic
synthetic-000173,Madurai,BUS,2.51,3,MORNING,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,16.0,15.02,6.52,FAIR,synthetic
synthetic-000174,Chennai,AUTO,1.01,3,NIGHT,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,37.0,42.12,-12.16,FAIR,synthetic
synthetic-000175,Coimbatore,BUS,7.85,20,NIGHT,SATURDAY,NORMAL,COLD,10,2,0,1.0,45.0,25.7,75.1,OVERCHARGED,synthetic
synthetic-000176,Chennai,BIKE_TAXI,7.02,18,EVENING,SUNDAY,LOW,RAIN,20,8,0,1.5,203.0,114.24,77.7,OVERCHARGED,synthetic
synthetic-000177,Madurai,BIKE_TAXI,5.28,13,NIGHT,SUNDAY,NORMAL,RAIN,20,8,0,1.0,136.0,62.24,118.51,OVERCHARGED,synthetic
synthetic-000178,Coimbatore,AUTO,12.49,31,EVENING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,209.0,179.88,16.19,SLIGHTLY_HIGH,synthetic
synthetic-000179,Coimbatore,AUTO,18.86,54,EVENING,SUNDAY,NORMAL,RAIN,30,12,0,1.0,237.0,256.32,-7.54,FAIR,synthetic
synthetic-000180,Chennai,BUS,2.15,11,DAY,WEEKDAY,NORMAL,RAIN,10,2,0,1.0,17.0,14.3,18.88,SLIGHTLY_HIGH,synthetic
synthetic-000181,Chennai,BIKE_TAXI,19.75,61,EVENING,WEEKDAY,LOW,HOT,20,8,0,1.0,160.0,178.0,-10.11,FAIR,synthetic
synthetic-000182,Bengaluru,BIKE_TAXI,11.38,33,DAY,WEEKDAY,NORMAL,RAIN,20,8,0,1.0,103.0,111.04,-7.24,FAIR,synthetic
synthetic-000183,Madurai,TAXI,14.52,24,MORNING,WEEKDAY,NORMAL,CLEAR,50,18,0,1.1,329.0,342.5,-3.94,FAIR,synthetic
synthetic-000184,Chennai,BIKE_TAXI,10.55,27,EVENING,SUNDAY,NORMAL,HOT,20,8,0,1.3,184.9159533978933,135.72,36.25,OVERCHARGED,synthetic
synthetic-000185,Bengaluru,AUTO,17.02,30,EVENING,SATURDAY,HIGH,RAIN,30,12,0,1.0,245.0,234.24,4.59,FAIR,synthetic
synthetic-000186,Madurai,BUS,4.23,17,NIGHT,SUNDAY,NORMAL,CLEAR,10,2,0,1.2,21.0,22.15,-5.2,FAIR,synthetic
synthetic-000187,Madurai,BUS,8.75,23,DAY,WEEKDAY,LOW,COLD,10,2,0,1.3,40.0,35.75,11.89,SLIGHTLY_HIGH,synthetic
synthetic-000188,Chennai,BIKE_TAXI,13.99,34,NIGHT,SATURDAY,HIGH,RAIN,20,8,0,1.5,172.0,197.88,-13.08,FAIR,synthetic
synthetic-000189,Bengaluru,AUTO,10.98,23,NIGHT,WEEKDAY,NORMAL,HOT,30,12,0,1.2,203.0,194.11,4.58,FAIR,synthetic
synthetic-000190,Chennai,AUTO,19.59,58,MORNING,SATURDAY,NORMAL,HOT,30,12,0,1.0,243.0,265.08,-8.33,FAIR,synthetic
synthetic-000191,Coimbatore,TAXI,11.96,46,DAY,WEEKDAY,LOW,RAIN,50,18,0,1.0,271.68574903950525,265.28,2.41,FAIR,synthetic
synthetic-000192,Bengaluru,BIKE_TAXI,8.93,19,MORNING,SUNDAY,NORMAL,COLD,20,8,0,1.0,87.0,91.44,-4.86,FAIR,synthetic
synthetic-000193,Madurai,BIKE_TAXI,1.47,5,MORNING,SATURDAY,NORMAL,RAIN,20,8,0,1.1,46.0,34.94,31.67,OVERCHARGED,synthetic
synthetic-000194,Madurai,BIKE_TAXI,4.08,7,MORNING,SUNDAY,NORMAL,RAIN,20,8,0,1.0,84.0,52.64,59.57,OVERCHARGED,synthetic
synthetic-000195,Madurai,TAXI,3.75,8,EVENING,SUNDAY,LOW,COLD,50,18,0,1.0,111.0,117.5,-5.53,FAIR,synthetic
synthetic-000196,Coimbatore,BIKE_TAXI,11.6,31,MORNING,WEEKDAY,HIGH,HOT,20,8,0,1.2,132.0,135.36,-2.48,FAIR,synthetic
synthetic-000197,Coimbatore,TAXI,1.65,3,DAY,WEEKDAY,NORMAL,HOT,50,18,0,1.0,91.0,80.0,13.75,SLIGHTLY_HIGH,synthetic
synthetic-000198,Coimbatore,TAXI,8.59,22,EVENING,WEEKDAY,HIGH,COLD,50,18,0,1.3,228.0,266.01,-14.29,FAIR,synthetic
synthetic-000199,Coimbatore,AUTO,16.69,32,DAY,SATURDAY,LOW,CLEAR,30,12,0,1.0,288.0,230.28,25.07,SLIGHTLY_HIGH,synthetic
synthetic-000200,Madurai,AUTO,12.2,27,NIGHT,WEEKDAY,LOW,RAIN,30,12,0,1.3,197.0,229.32,-14.09,FAIR,synthetic
synthetic-000201,Madurai,TAXI,1.69,5,MORNING,WEEKDAY,LOW,CLEAR,50,18,0,1.0,74.0,80.42,-7.98,FAIR,synthetic
synthetic-000202,Bengaluru,TAXI,21.81,50,DAY,SUNDAY,HIGH,CLEAR,50,18,0,1.0,559.0,442.58,26.3,SLIGHTLY_HIGH,synthetic
synthetic-000203,Coimbatore,TAXI,17.1,43,EVENING,WEEKDAY,HIGH,CLEAR,50,18,0,1.0,713.0,357.8,99.27,OVERCHARGED,synthetic
synthetic-000204,Bengaluru,BUS,17.78,32,DAY,WEEKDAY,NORMAL,COLD,10,2,0,1.0,39.0,45.56,-14.4,FAIR,synthetic
synthetic-000205,Coimbatore,TAXI,9.93,28,DAY,SATURDAY,HIGH,HOT,50,18,0,1.0,221.0,228.74,-3.38,FAIR,synthetic
synthetic-000206,Chennai,AUTO,8.39,25,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,262.0,130.68,100.49,OVERCHARGED,synthetic
synthetic-000207,Coimbatore,AUTO,12.06,30,EVENING,WEEKDAY,LOW,CLEAR,30,12,0,1.0,245.0,174.72,40.22,OVERCHARGED,synthetic
synthetic-000208,Madurai,TAXI,18.13,43,DAY,WEEKDAY,LOW,RAIN,50,18,0,1.0,401.0,376.34,6.55,FAIR,synthetic
synthetic-000209,Coimbatore,TAXI,13.34,31,DAY,SUNDAY,NORMAL,COLD,50,18,0,1.0,496.0,290.12,70.96,OVERCHARGED,synthetic
synthetic-000210,Chennai,BIKE_TAXI,3.39,4,EVENING,SUNDAY,HIGH,COLD,20,8,0,1.0,45.0,47.12,-4.5,FAIR,synthetic
synthetic-000211,Bengaluru,TAXI,15.81,50,EVENING,SATURDAY,LOW,COLD,50,18,0,1.0,369.0,334.58,10.29,SLIGHTLY_HIGH,synthetic
synthetic-000212,Chennai,TAXI,7.72,21,MORNING,WEEKDAY,NORMAL,HOT,50,18,0,1.0,172.0,188.96,-8.98,FAIR,synthetic
synthetic-000213,Coimbatore,TAXI,14.17,35,EVENING,WEEKDAY,NORMAL,COLD,50,18,0,1.1,331.0,335.57,-1.36,FAIR,synthetic
synthetic-000214,Bengaluru,BIKE_TAXI,2.23,9,EVENING,SUNDAY,NORMAL,CLEAR,20,8,0,1.0,37.0,37.84,-2.22,FAIR,synthetic
synthetic-000215,Chennai,BUS,16.19,33,EVENING,SUNDAY,HIGH,CLEAR,10,2,0,1.1,97.0,46.62,108.07,OVERCHARGED,synthetic
synthetic-000216,Bengaluru,AUTO,14.62,37,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.1,197.0,225.98,-12.83,FAIR,synthetic
synthetic-000217,Madurai,AUTO,7.14,10,MORNING,SUNDAY,HIGH,CLEAR,30,12,0,1.0,99.0,115.68,-14.42,FAIR,synthetic
synthetic-000218,Madurai,BIKE_TAXI,20.93,42,DAY,SATURDAY,NORMAL,HOT,20,8,0,1.0,182.0,187.44,-2.9,FAIR,synthetic
synthetic-000219,Bengaluru,BIKE_TAXI,21.9,55,DAY,SATURDAY,LOW,COLD,20,8,0,1.0,174.0,195.2,-10.86,FAIR,synthetic
synthetic-000220,Chennai,BIKE_TAXI,2.41,8,DAY,SATURDAY,NORMAL,COLD,20,8,0,1.5,53.0,58.92,-10.05,FAIR,synthetic
synthetic-000221,Madurai,BUS,8.91,29,MORNING,WEEKDAY,HIGH,CLEAR,10,2,0,1.0,45.0,27.82,61.75,OVERCHARGED,synthetic
synthetic-000222,Chennai,BUS,16.29,38,EVENING,SUNDAY,LOW,HOT,10,2,0,1.2,47.42446659406391,51.1,-7.19,FAIR,synthetic
synthetic-000223,Bengaluru,AUTO,12.51,34,MORNING,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,258.0,180.12,43.24,OVERCHARGED,synthetic
synthetic-000224,Bengaluru,AUTO,14.97,43,EVENING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,200.0,209.64,-4.6,FAIR,synthetic
synthetic-000225,Coimbatore,TAXI,8.67,23,MORNING,SATURDAY,LOW,CLEAR,50,18,0,1.0,264.0,206.06,28.12,SLIGHTLY_HIGH,synthetic
synthetic-000226,Chennai,AUTO,17.01,59,EVENING,WEEKDAY,HIGH,RAIN,30,12,0,1.0,240.0,234.12,2.51,FAIR,synthetic
synthetic-000227,Coimbatore,BUS,21.82,69,NIGHT,SATURDAY,LOW,COLD,10,2,0,1.0,55.0,53.64,2.54,FAIR,synthetic
synthetic-000228,Chennai,AUTO,12.67,40,NIGHT,SATURDAY,LOW,RAIN,30,12,0,1.0,305.0,182.04,67.55,OVERCHARGED,synthetic
synthetic-000229,Chennai,AUTO,5.97,22,NIGHT,SUNDAY,NORMAL,HOT,30,12,0,1.0,104.0,101.64,2.32,FAIR,synthetic
synthetic-000230,Chennai,AUTO,15.53,31,MORNING,SUNDAY,NORMAL,CLEAR,30,12,0,1.1,220.0,238.0,-7.56,FAIR,synthetic
synthetic-000231,Bengaluru,BUS,14.95,24,EVENING,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,39.0,39.9,-2.26,FAIR,synthetic
synthetic-000232,Coimbatore,TAXI,13.24,33,MORNING,SATURDAY,NORMAL,COLD,50,18,0,1.0,355.0,288.32,23.13,SLIGHTLY_HIGH,synthetic
synthetic-000233,Bengaluru,AUTO,6.74,11,NIGHT,SATURDAY,NORMAL,HOT,30,12,0,1.0,100.0,110.88,-9.81,FAIR,synthetic
synthetic-000234,Madurai,BIKE_TAXI,8.11,9,DAY,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,73.0,84.88,-14.0,FAIR,synthetic
synthetic-000235,Bengaluru,TAXI,20.83,53,NIGHT,SATURDAY,NORMAL,CLEAR,50,18,0,1.0,699.0,424.94,64.49,OVERCHARGED,synthetic
synthetic-000236,Madurai,BIKE_TAXI,21.14,67,EVENING,SUNDAY,NORMAL,HOT,20,8,0,1.2,222.0,226.94,-2.18,FAIR,synthetic
synthetic-000237,Chennai,TAXI,1.71,7,EVENING,SUNDAY,NORMAL,HOT,50,18,0,1.0,86.0,80.78,6.46,FAIR,synthetic
synthetic-000238,Coimbatore,BIKE_TAXI,9.82,25,NIGHT,WEEKDAY,LOW,RAIN,20,8,0,1.2,107.0,118.27,-9.53,FAIR,synthetic
synthetic-000239,Coimbatore,AUTO,12.83,27,EVENING,SATURDAY,NORMAL,HOT,30,12,0,1.0,389.0,183.96,111.46,OVERCHARGED,synthetic
synthetic-000240,Madurai,BUS,15.5,26,DAY,SATURDAY,LOW,CLEAR,10,2,0,1.1,38.0,45.1,-15.74,FAIR,synthetic
synthetic-000241,Madurai,TAXI,8.13,19,EVENING,WEEKDAY,LOW,RAIN,50,18,0,1.5,272.0,294.51,-7.64,FAIR,synthetic
synthetic-000242,Madurai,AUTO,20.95,48,EVENING,SUNDAY,LOW,CLEAR,30,12,0,1.0,241.0,281.4,-14.36,FAIR,synthetic
synthetic-000243,Madurai,BUS,11.85,28,NIGHT,SATURDAY,NORMAL,COLD,10,2,0,1.0,39.72528192152455,33.7,17.88,SLIGHTLY_HIGH,synthetic
synthetic-000244,Madurai,TAXI,14.02,27,NIGHT,SATURDAY,NORMAL,CLEAR,50,18,0,1.2,407.32549049152635,362.83,12.26,SLIGHTLY_HIGH,synthetic
synthetic-000245,Coimbatore,AUTO,10.47,22,MORNING,SATURDAY,NORMAL,RAIN,30,12,0,1.0,143.0,155.64,-8.12,FAIR,synthetic
synthetic-000246,Bengaluru,BIKE_TAXI,20.96,49,NIGHT,WEEKDAY,NORMAL,COLD,20,8,0,1.1,182.0,206.45,-11.84,FAIR,synthetic
synthetic-000247,Coimbatore,BUS,8.38,9,NIGHT,SATURDAY,HIGH,COLD,10,2,0,1.1,28.0,29.44,-4.88,FAIR,synthetic
synthetic-000248,Bengaluru,BIKE_TAXI,19.43,60,MORNING,WEEKDAY,HIGH,HOT,20,8,0,1.0,172.0,175.44,-1.96,FAIR,synthetic
synthetic-000249,Chennai,AUTO,2.73,5,NIGHT,SATURDAY,NORMAL,CLEAR,30,12,0,1.0,60.0,62.76,-4.4,FAIR,synthetic
synthetic-000250,Madurai,BUS,16.96,38,MORNING,SUNDAY,NORMAL,CLEAR,10,2,0,1.2,67.0,52.7,27.13,SLIGHTLY_HIGH,synthetic
synthetic-000251,Bengaluru,BIKE_TAXI,9.82,17,MORNING,WEEKDAY,HIGH,COLD,20,8,0,1.3,126.0,128.13,-1.66,FAIR,synthetic
synthetic-000252,Coimbatore,BUS,9.28,18,DAY,SATURDAY,LOW,HOT,10,2,0,1.2,34.0,34.27,-0.79,FAIR,synthetic
synthetic-000253,Madurai,TAXI,9.37,21,NIGHT,SATURDAY,NORMAL,COLD,50,18,0,1.0,431.0,218.66,97.11,OVERCHARGED,synthetic
synthetic-000254,Chennai,TAXI,13.24,34,DAY,SATURDAY,LOW,CLEAR,50,18,0,1.0,279.0,288.32,-3.23,FAIR,synthetic
synthetic-000255,Madurai,BIKE_TAXI,21.73,69,EVENING,WEEKDAY,HIGH,RAIN,20,8,0,1.0,204.0,193.84,5.24,FAIR,synthetic
synthetic-000256,Bengaluru,BUS,15.9,38,DAY,WEEKDAY,NORMAL,COLD,10,2,0,1.0,55.0,41.8,31.58,OVERCHARGED,synthetic
synthetic-000257,Coimbatore,AUTO,19.07,43,DAY,SUNDAY,LOW,RAIN,30,12,0,1.0,251.0,258.84,-3.03,FAIR,synthetic
synthetic-000258,Chennai,TAXI,16.56,48,MORNING,SATURDAY,NORMAL,HOT,50,18,0,1.2,384.0,417.7,-8.07,FAIR,synthetic
synthetic-000259,Chennai,TAXI,10.66,31,NIGHT,SUNDAY,LOW,RAIN,50,18,0,1.0,253.0,241.88,4.6,FAIR,synthetic
synthetic-000260,Bengaluru,TAXI,5.33,12,EVENING,SUNDAY,LOW,RAIN,50,18,0,1.0,187.0,145.94,28.13,SLIGHTLY_HIGH,synthetic
synthetic-000261,Chennai,BIKE_TAXI,19.26,43,MORNING,SATURDAY,NORMAL,COLD,20,8,0,1.0,242.0,174.08,39.02,OVERCHARGED,synthetic
synthetic-000262,Coimbatore,BUS,15.18,30,EVENING,SATURDAY,HIGH,HOT,10,2,0,1.1,60.0,44.4,35.15,OVERCHARGED,synthetic
synthetic-000263,Bengaluru,BUS,11.8,40,EVENING,WEEKDAY,LOW,HOT,10,2,0,1.0,39.0,33.6,16.07,SLIGHTLY_HIGH,synthetic
synthetic-000264,Madurai,BUS,20.63,37,EVENING,SATURDAY,NORMAL,COLD,10,2,0,1.1,116.0,56.39,105.72,OVERCHARGED,synthetic
synthetic-000265,Madurai,TAXI,15.27,34,DAY,SATURDAY,NORMAL,HOT,50,18,0,1.0,285.0,324.86,-12.27,FAIR,synthetic
synthetic-000266,Chennai,BIKE_TAXI,4.48,5,NIGHT,SATURDAY,LOW,RAIN,20,8,0,1.0,55.0,55.84,-1.5,FAIR,synthetic
synthetic-000267,Chennai,TAXI,20.39,48,MORNING,SUNDAY,LOW,COLD,50,18,0,1.5,1229.0,625.53,96.47,OVERCHARGED,synthetic
synthetic-000268,Madurai,BUS,5.66,18,EVENING,SATURDAY,NORMAL,HOT,10,2,0,1.0,26.0,21.32,21.95,SLIGHTLY_HIGH,synthetic
synthetic-000269,Chennai,AUTO,17.53,50,NIGHT,SUNDAY,NORMAL,RAIN,30,12,0,1.0,217.0,240.36,-9.72,FAIR,synthetic
synthetic-000270,Coimbatore,BUS,10.06,26,MORNING,SATURDAY,HIGH,COLD,10,2,0,1.3,46.0,39.16,17.48,SLIGHTLY_HIGH,synthetic
synthetic-000271,Chennai,TAXI,12.03,36,MORNING,SUNDAY,NORMAL,HOT,50,18,0,1.0,261.0,266.54,-2.08,FAIR,synthetic
synthetic-000272,Coimbatore,BIKE_TAXI,1.43,3,MORNING,WEEKDAY,LOW,RAIN,20,8,0,1.0,30.840586349083804,31.44,-1.91,FAIR,synthetic
synthetic-000273,Bengaluru,BUS,7.91,24,NIGHT,SATURDAY,NORMAL,HOT,10,2,0,1.3,30.0,33.57,-10.62,FAIR,synthetic
synthetic-000274,Madurai,BUS,21.72,45,DAY,WEEKDAY,LOW,RAIN,10,2,0,1.0,50.0,53.44,-6.44,FAIR,synthetic
synthetic-000275,Madurai,BIKE_TAXI,8.96,19,EVENING,WEEKDAY,NORMAL,HOT,20,8,0,1.3,121.0,119.18,1.52,FAIR,synthetic
synthetic-000276,Coimbatore,AUTO,4.25,9,MORNING,SUNDAY,LOW,HOT,30,12,0,1.1,116.0,89.1,30.19,OVERCHARGED,synthetic
synthetic-000277,Madurai,AUTO,13.39,43,NIGHT,SUNDAY,NORMAL,HOT,30,12,0,1.0,171.0,190.68,-10.32,FAIR,synthetic
synthetic-000278,Coimbatore,BIKE_TAXI,7.75,22,EVENING,WEEKDAY,LOW,HOT,20,8,0,1.5,128.0,123.0,4.07,FAIR,synthetic
synthetic-000279,Bengaluru,TAXI,7.81,15,EVENING,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,213.0,190.58,11.76,SLIGHTLY_HIGH,synthetic
synthetic-000280,Chennai,BUS,1.25,3,NIGHT,SATURDAY,LOW,RAIN,10,2,0,1.5,18.0,18.75,-4.0,FAIR,synthetic
synthetic-000281,Coimbatore,TAXI,6.95,18,NIGHT,WEEKDAY,NORMAL,HOT,50,18,0,1.0,186.0,175.1,6.23,FAIR,synthetic
synthetic-000282,Madurai,BUS,16.04,38,DAY,WEEKDAY,HIGH,COLD,10,2,0,1.0,46.0,42.08,9.32,FAIR,synthetic
synthetic-000283,Bengaluru,BUS,4.37,6,EVENING,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,18.0,18.74,-3.95,FAIR,synthetic
synthetic-000284,Bengaluru,BIKE_TAXI,3.06,3,EVENING,WEEKDAY,HIGH,RAIN,20,8,0,1.1,50.0,48.93,2.19,FAIR,synthetic
synthetic-000285,Chennai,AUTO,16.77,34,MORNING,SATURDAY,LOW,RAIN,30,12,0,1.0,234.0,231.24,1.19,FAIR,synthetic
synthetic-000286,Chennai,TAXI,9.26,18,MORNING,SATURDAY,NORMAL,HOT,50,18,0,1.0,197.0,216.68,-9.08,FAIR,synthetic
synthetic-000287,Madurai,TAXI,17.59,43,EVENING,SUNDAY,LOW,RAIN,50,18,0,1.5,545.6157997246377,549.93,-0.78,FAIR,synthetic
synthetic-000288,Bengaluru,AUTO,17.06,31,MORNING,SUNDAY,NORMAL,RAIN,30,12,0,1.0,305.0,234.72,29.94,SLIGHTLY_HIGH,synthetic
synthetic-000289,Bengaluru,AUTO,14.62,31,DAY,WEEKDAY,NORMAL,CLEAR,30,12,0,1.0,187.0,205.44,-8.98,FAIR,synthetic
synthetic-000290,Bengaluru,AUTO,8.85,18,MORNING,SUNDAY,NORMAL,HOT,30,12,0,1.1,128.0,149.82,-14.56,FAIR,synthetic
synthetic-000291,Chennai,BUS,19.25,43,EVENING,WEEKDAY,HIGH,COLD,10,2,0,1.0,44.0,48.5,-9.28,FAIR,synthetic
synthetic-000292,Bengaluru,BIKE_TAXI,7.64,23,DAY,SUNDAY,LOW,CLEAR,20,8,0,1.3,224.0,105.46,112.41,OVERCHARGED,synthetic
synthetic-000293,Coimbatore,TAXI,2.0,5,EVENING,WEEKDAY,LOW,HOT,50,18,0,1.5,138.0,129.0,6.98,FAIR,synthetic
synthetic-000294,Coimbatore,BUS,14.57,29,DAY,SATURDAY,LOW,CLEAR,10,2,0,1.0,48.0,39.14,22.64,SLIGHTLY_HIGH,synthetic
synthetic-000295,Madurai,AUTO,15.14,44,MORNING,WEEKDAY,LOW,HOT,30,12,0,1.0,202.0,211.68,-4.57,FAIR,synthetic
synthetic-000296,Chennai,TAXI,15.47,37,EVENING,SUNDAY,HIGH,HOT,50,18,0,1.0,334.0,328.46,1.69,FAIR,synthetic
synthetic-000297,Chennai,AUTO,17.32,48,EVENING,WEEKDAY,NORMAL,HOT,30,12,0,1.5,371.0,356.76,3.99,FAIR,synthetic
synthetic-000298,Bengaluru,AUTO,4.86,6,NIGHT,WEEKDAY,LOW,COLD,30,12,0,1.0,82.0,88.32,-7.16,FAIR,synthetic
synthetic-000299,Chennai,BIKE_TAXI,7.55,15,MORNING,SATURDAY,HIGH,CLEAR,20,8,0,1.1,110.0,88.44,24.38,SLIGHTLY_HIGH,synthetic
synthetic-000300,Madurai,BIKE_TAXI,21.72,49,EVENING,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,203.0,193.76,4.77,FAIR,synthetic
synthetic-000301,Chennai,BUS,20.68,47,MORNING,SATURDAY,LOW,RAIN,10,2,0,1.0,52.0,51.36,1.25,FAIR,synthetic
synthetic-000302,Chennai,TAXI,1.56,5,EVENING,SUNDAY,NORMAL,HOT,50,18,0,1.0,70.0,80.0,-12.5,FAIR,synthetic
synthetic-000303,Bengaluru,BIKE_TAXI,20.38,48,MORNING,SATURDAY,HIGH,RAIN,20,8,0,1.0,158.0,183.04,-13.68,FAIR,synthetic
synthetic-000304,Madurai,AUTO,17.6,65,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,223.0,241.2,-7.55,FAIR,synthetic
synthetic-000305,Chennai,BIKE_TAXI,15.61,28,MORNING,WEEKDAY,LOW,HOT,20,8,0,1.0,173.0,144.88,19.41,SLIGHTLY_HIGH,synthetic
synthetic-000306,Chennai,TAXI,4.45,11,EVENING,SUNDAY,LOW,COLD,50,18,0,1.0,137.0,130.1,5.3,FAIR,synthetic
synthetic-000307,Coimbatore,TAXI,3.41,13,DAY,SUNDAY,NORMAL,RAIN,50,18,0,1.2,143.0,133.66,6.99,FAIR,synthetic
synthetic-000308,Chennai,BUS,17.88,50,MORNING,SATURDAY,LOW,COLD,10,2,0,1.0,46.0,45.76,0.52,FAIR,synthetic
synthetic-000309,Madurai,TAXI,5.79,7,EVENING,SATURDAY,LOW,HOT,50,18,0,1.0,283.0,154.22,83.5,OVERCHARGED,synthetic
synthetic-000310,Bengaluru,BUS,11.15,31,MORNING,WEEKDAY,NORMAL,COLD,10,2,0,1.0,30.0,32.3,-7.12,FAIR,synthetic
synthetic-000311,Chennai,BUS,14.2,48,DAY,WEEKDAY,NORMAL,COLD,10,2,0,1.0,47.0,38.4,22.4,SLIGHTLY_HIGH,synthetic
synthetic-000312,Bengaluru,TAXI,11.44,35,DAY,WEEKDAY,NORMAL,COLD,50,18,0,1.0,276.0,255.92,7.85,FAIR,synthetic
synthetic-000313,Coimbatore,AUTO,1.54,8,MORNING,WEEKDAY,NORMAL,HOT,30,12,0,1.3,63.0,63.02,-0.04,FAIR,synthetic
synthetic-000314,Chennai,BIKE_TAXI,2.8,11,NIGHT,SATURDAY,NORMAL,CLEAR,20,8,0,1.1,86.0,46.64,84.39,OVERCHARGED,synthetic
synthetic-000315,Coimbatore,BIKE_TAXI,11.64,21,EVENING,SATURDAY,LOW,COLD,20,8,0,1.0,106.0,113.12,-6.29,FAIR,synthetic
synthetic-000316,Coimbatore,BIKE_TAXI,11.94,26,MORNING,SATURDAY,NORMAL,COLD,20,8,0,1.0,116.0,115.52,0.42,FAIR,synthetic
synthetic-000317,Bengaluru,BIKE_TAXI,9.25,24,DAY,SATURDAY,LOW,HOT,20,8,0,1.0,88.0,94.0,-6.38,FAIR,synthetic
synthetic-000318,Madurai,AUTO,7.68,12,DAY,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,123.0,122.16,0.69,FAIR,synthetic
synthetic-000319,Madurai,TAXI,19.75,41,DAY,WEEKDAY,LOW,COLD,50,18,0,1.0,346.0,405.5,-14.67,FAIR,synthetic
synthetic-000320,Coimbatore,AUTO,19.19,47,MORNING,WEEKDAY,HIGH,COLD,30,12,0,1.0,278.0,260.28,6.81,FAIR,synthetic
synthetic-000321,Coimbatore,AUTO,15.67,48,EVENING,SUNDAY,HIGH,CLEAR,30,12,0,1.3,248.0,283.45,-12.51,FAIR,synthetic
synthetic-000322,Bengaluru,BUS,11.99,21,NIGHT,SATURDAY,HIGH,COLD,10,2,0,1.0,33.0,33.98,-2.88,FAIR,synthetic
synthetic-000323,Coimbatore,AUTO,11.73,27,NIGHT,SATURDAY,LOW,RAIN,30,12,0,1.0,187.0,170.76,9.51,FAIR,synthetic
synthetic-000324,Madurai,TAXI,9.45,19,MORNING,SATURDAY,LOW,COLD,50,18,0,1.2,539.0,264.12,104.07,OVERCHARGED,synthetic
synthetic-000325,Bengaluru,BIKE_TAXI,6.21,10,MORNING,WEEKDAY,LOW,CLEAR,20,8,0,1.0,69.0,69.68,-0.98,FAIR,synthetic
synthetic-000326,Coimbatore,BIKE_TAXI,19.46,43,EVENING,WEEKDAY,NORMAL,CLEAR,20,8,0,1.0,338.0,175.68,92.4,OVERCHARGED,synthetic
synthetic-000327,Coimbatore,AUTO,21.81,41,MORNING,SATURDAY,NORMAL,RAIN,30,12,0,1.0,347.0,291.72,18.95,SLIGHTLY_HIGH,synthetic
synthetic-000328,Bengaluru,BUS,17.65,43,DAY,SATURDAY,NORMAL,RAIN,10,2,0,1.5,65.0,67.95,-4.34,FAIR,synthetic
synthetic-000329,Bengaluru,BUS,10.08,21,EVENING,SATURDAY,HIGH,HOT,10,2,0,1.0,31.0,30.16,2.79,FAIR,synthetic
synthetic-000330,Madurai,AUTO,15.2,43,MORNING,SUNDAY,NORMAL,HOT,30,12,0,1.2,283.0,254.88,11.03,SLIGHTLY_HIGH,synthetic
synthetic-000331,Madurai,BIKE_TAXI,9.23,28,DAY,SATURDAY,HIGH,COLD,20,8,0,1.0,118.0,93.84,25.75,SLIGHTLY_HIGH,synthetic
