latitude,longitude,timeOfDay,dayOfWeek,policeDistanceKm,hospitalDistanceKm,fireStationDistanceKm,emergencyResponseDistanceKm,incidentCount,crimeReports,touristReports,lightingScore,crowdDensity,transportAvailability,safetyLevel,datasetSource
13.21793,80.03006,MORNING,SATURDAY,5.95,6.16,5.48,8.64,0,2,0,77,NORMAL,LOW,MODERATE,synthetic
13.09793,80.04761,EVENING,SATURDAY,0.72,1.85,0.71,1.08,0,0,0,84,NORMAL,MODERATE,SAFE,synthetic
13.26166,80.11512,MORNING,SUNDAY,1.74,6.76,7.88,9.65,0,0,0,58,LOW,MODERATE,SAFE,synthetic
13.21321,80.27354,NIGHT,WEEKDAY,4.42,2.99,4.23,3.41,7,1,1,55,HIGH,MODERATE,MODERATE,synthetic
12.91628,80.02568,NIGHT,WEEKDAY,7.76,7.8,9.74,21.04,3,14,4,21,LOW,MODERATE,HIGH_RISK,synthetic
13.00721,80.21011,NIGHT,SATURDAY,1.97,3.78,2.74,6.69,1,5,0,68,HIGH,HIGH,MODERATE,synthetic
12.92477,80.04739,DAY,WEEKDAY,0.62,1.06,1.68,0.5,0,0,0,79,NORMAL,HIGH,SAFE,synthetic
13.27068,80.04332,MORNING,SATURDAY,0.38,2.46,1.93,2.64,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.87461,80.39883,EVENING,WEEKDAY,4.42,6.82,2.35,11.31,0,3,0,58,LOW,MODERATE,MODERATE,synthetic
12.92206,80.34176,DAY,SATURDAY,1.45,2.5,0.22,1.06,0,0,0,83,HIGH,MODERATE,SAFE,synthetic
13.09715,80.08305,NIGHT,WEEKDAY,5.47,5.17,4.83,5.89,0,0,0,51,NORMAL,LOW,MODERATE,synthetic
12.88432,80.11344,EVENING,WEEKDAY,2.96,5.89,7.75,10.88,0,1,0,56,HIGH,LOW,MODERATE,synthetic
12.8059,80.09918,NIGHT,SATURDAY,11.97,13.7,6.11,17.47,2,1,0,16,DESERTED,LOW,HIGH_RISK,synthetic
13.03457,80.26032,DAY,WEEKDAY,1.87,1.31,2.49,2.79,0,0,0,75,NORMAL,MODERATE,SAFE,synthetic
12.83318,80.09652,EVENING,SATURDAY,1.14,0.48,1.91,3.27,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
13.28962,80.03923,DAY,WEEKDAY,9.94,6.45,13.2,9.35,11,9,0,16,DESERTED,MODERATE,HIGH_RISK,synthetic
13.18104,80.27928,DAY,WEEKDAY,1.45,2.38,0.46,1.64,0,0,0,78,NORMAL,HIGH,SAFE,synthetic
12.93347,80.34387,EVENING,SATURDAY,3.2,5.84,2.39,5.29,2,0,0,49,NORMAL,MODERATE,MODERATE,synthetic
13.26214,80.30589,EVENING,WEEKDAY,4.87,6.86,4.77,8.78,1,0,1,56,NORMAL,LOW,MODERATE,synthetic
13.04777,80.24694,DAY,SATURDAY,0.51,0.75,1.87,2.05,0,1,0,93,NORMAL,MODERATE,SAFE,synthetic
13.02423,80.0065,NIGHT,WEEKDAY,12.16,11.24,14.56,22.51,4,6,0,11,DESERTED,LOW,HIGH_RISK,synthetic
13.12966,80.31237,DAY,WEEKDAY,7.16,6.05,9.99,16.75,5,5,8,11,DESERTED,LOW,HIGH_RISK,synthetic
12.84178,80.15611,DAY,SATURDAY,0.42,2.39,0.75,3.86,0,0,0,83,NORMAL,MODERATE,SAFE,synthetic
12.9509,80.10207,NIGHT,WEEKDAY,4.45,3.98,5.79,4.44,0,0,0,43,LOW,MODERATE,SAFE,synthetic
13.02709,80.07617,DAY,SUNDAY,1.13,0.41,2.13,3.8,0,0,0,90,HIGH,HIGH,SAFE,synthetic
12.82841,80.31076,NIGHT,WEEKDAY,2.87,2.45,7.98,3.57,0,0,0,38,LOW,MODERATE,SAFE,synthetic
13.09926,80.14154,MORNING,WEEKDAY,0.45,0.9,0.4,0.7,0,0,0,75,NORMAL,MODERATE,SAFE,synthetic
13.14532,80.03848,EVENING,SUNDAY,0.25,1.55,2.96,2.85,0,0,0,91,NORMAL,HIGH,SAFE,synthetic
13.05362,80.37481,MORNING,SATURDAY,1.03,0.52,0.36,0.78,0,0,0,80,NORMAL,HIGH,SAFE,synthetic
13.14996,80.25915,EVENING,SUNDAY,4.0,2.02,2.93,11.39,0,3,0,36,LOW,HIGH,MODERATE,synthetic
12.80181,80.02503,EVENING,WEEKDAY,0.28,0.94,2.16,3.27,0,0,0,77,NORMAL,MODERATE,SAFE,synthetic
12.93712,80.32475,NIGHT,WEEKDAY,10.96,5.39,13.89,18.83,0,9,1,10,LOW,LOW,HIGH_RISK,synthetic
12.88213,80.05302,DAY,SATURDAY,6.85,7.55,8.54,22.37,8,2,3,23,DESERTED,LOW,HIGH_RISK,synthetic
13.20095,80.35177,EVENING,WEEKDAY,5.87,4.54,3.63,7.4,0,2,0,71,NORMAL,MODERATE,MODERATE,synthetic
13.14806,80.02871,MORNING,SATURDAY,3.02,2.75,3.13,9.87,4,0,1,36,NORMAL,HIGH,MODERATE,synthetic
13.15206,80.32792,EVENING,WEEKDAY,3.9,3.28,2.63,8.98,0,0,0,42,NORMAL,LOW,SAFE,synthetic
12.84509,80.17335,MORNING,WEEKDAY,4.74,4.68,4.95,7.38,0,1,0,63,HIGH,HIGH,MODERATE,synthetic
12.95959,80.10238,EVENING,SUNDAY,11.19,4.47,5.68,8.41,4,0,6,33,DESERTED,LOW,HIGH_RISK,synthetic
12.83199,80.29498,DAY,WEEKDAY,0.26,0.85,0.23,2.02,0,1,0,88,HIGH,MODERATE,SAFE,synthetic
12.91152,80.37766,DAY,SUNDAY,0.15,0.68,1.23,1.73,0,0,0,95,NORMAL,HIGH,SAFE,synthetic
12.85176,80.2012,MORNING,SATURDAY,5.08,4.74,6.64,6.53,0,0,0,71,NORMAL,MODERATE,SAFE,synthetic
13.0803,80.19224,EVENING,SATURDAY,4.5,3.25,4.08,8.27,1,0,0,61,LOW,MODERATE,MODERATE,synthetic
13.24635,80.01452,NIGHT,SUNDAY,5.63,9.07,9.67,8.16,17,2,2,9,DESERTED,LOW,HIGH_RISK,synthetic
13.07842,80.08107,EVENING,SUNDAY,3.97,6.69,4.64,5.42,0,0,1,64,NORMAL,MODERATE,SAFE,synthetic
12.85509,80.27678,NIGHT,SATURDAY,1.81,6.09,5.14,11.16,2,1,1,76,NORMAL,MODERATE,MODERATE,synthetic
13.12942,80.05359,DAY,WEEKDAY,1.74,3.15,3.39,8.58,6,0,0,47,HIGH,HIGH,MODERATE,synthetic
12.8771,80.21146,DAY,SATURDAY,1.77,2.32,2.5,2.47,0,0,0,89,NORMAL,MODERATE,SAFE,synthetic
12.93202,80.07514,DAY,SATURDAY,0.79,2.21,1.14,2.88,0,0,1,70,HIGH,MODERATE,SAFE,synthetic
13.29543,80.31291,NIGHT,SUNDAY,13.02,4.2,13.71,15.22,25,0,0,5,DESERTED,MODERATE,HIGH_RISK,synthetic
12.95063,80.12415,DAY,WEEKDAY,8.39,8.47,11.08,14.55,5,6,2,20,DESERTED,LOW,HIGH_RISK,synthetic
13.15262,80.33533,NIGHT,SUNDAY,4.65,5.62,6.06,9.72,0,0,2,60,HIGH,MODERATE,MODERATE,synthetic
12.86457,80.32654,EVENING,SUNDAY,4.91,3.66,7.13,6.73,2,0,0,78,LOW,MODERATE,MODERATE,synthetic
13.14069,80.11123,DAY,SUNDAY,11.07,13.88,15.68,22.7,9,1,0,22,DESERTED,LOW,HIGH_RISK,synthetic
13.23412,80.04386,DAY,WEEKDAY,3.78,3.88,2.65,4.38,1,0,0,79,NORMAL,MODERATE,SAFE,synthetic
13.19766,80.09132,DAY,SATURDAY,2.2,3.17,7.33,7.9,5,0,0,42,LOW,HIGH,MODERATE,synthetic
12.85722,80.34079,EVENING,SATURDAY,9.53,7.44,10.71,12.68,14,1,0,22,LOW,LOW,HIGH_RISK,synthetic
13.25225,80.07378,DAY,SATURDAY,12.12,12.61,10.31,21.4,4,0,0,29,DESERTED,LOW,HIGH_RISK,synthetic
12.99351,80.32804,MORNING,SATURDAY,1.52,0.28,2.34,3.27,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.9463,80.32155,DAY,WEEKDAY,5.13,1.98,2.27,11.98,2,0,0,45,NORMAL,LOW,MODERATE,synthetic
12.91002,80.37422,DAY,SATURDAY,0.37,0.69,0.76,1.29,0,0,0,73,HIGH,MODERATE,SAFE,synthetic
12.87987,80.12823,DAY,SATURDAY,10.22,6.78,9.96,21.37,10,6,4,29,DESERTED,MODERATE,HIGH_RISK,synthetic
12.85319,80.38606,MORNING,WEEKDAY,3.37,4.74,2.37,10.4,0,1,0,64,NORMAL,LOW,SAFE,synthetic
12.8259,80.30235,NIGHT,WEEKDAY,3.25,2.86,7.16,5.68,0,0,0,71,HIGH,MODERATE,SAFE,synthetic
13.00853,80.35179,MORNING,SATURDAY,0.5,2.28,2.69,2.88,0,0,0,80,NORMAL,HIGH,SAFE,synthetic
13.10541,80.1185,DAY,SUNDAY,5.06,6.33,3.93,8.14,1,0,0,35,NORMAL,LOW,SAFE,synthetic
12.84728,80.13921,NIGHT,WEEKDAY,10.15,7.81,5.43,17.6,0,7,3,22,DESERTED,LOW,HIGH_RISK,synthetic
12.81239,80.17201,EVENING,SUNDAY,6.44,9.74,12.53,8.97,1,4,1,33,LOW,MODERATE,HIGH_RISK,synthetic
13.29612,80.30174,NIGHT,SATURDAY,12.32,11.3,13.82,22.95,1,3,4,35,DESERTED,MODERATE,HIGH_RISK,synthetic
13.19968,80.38475,DAY,SUNDAY,1.45,1.92,2.82,3.67,0,0,0,91,NORMAL,MODERATE,SAFE,synthetic
13.02061,80.08448,DAY,SATURDAY,1.73,1.33,0.45,3.01,0,0,0,87,NORMAL,HIGH,SAFE,synthetic
13.17566,80.18584,NIGHT,SUNDAY,2.68,3.03,7.57,4.49,10,0,0,71,NORMAL,HIGH,MODERATE,synthetic
13.13102,80.25226,NIGHT,SUNDAY,13.61,10.81,14.0,20.68,10,9,0,22,DESERTED,MODERATE,HIGH_RISK,synthetic
13.21806,80.37319,EVENING,WEEKDAY,1.1,2.33,2.89,0.95,0,0,0,90,NORMAL,HIGH,SAFE,synthetic
13.12655,80.25956,EVENING,SUNDAY,8.15,6.73,5.17,11.31,8,0,0,6,DESERTED,LOW,HIGH_RISK,synthetic
13.19908,80.2271,EVENING,SATURDAY,1.17,0.25,1.41,1.87,0,0,0,88,HIGH,MODERATE,SAFE,synthetic
12.81554,80.28917,DAY,WEEKDAY,2.72,3.3,7.61,8.62,0,0,0,63,LOW,HIGH,SAFE,synthetic
13.1428,80.01598,EVENING,SATURDAY,6.83,10.83,12.07,18.44,6,13,1,18,DESERTED,LOW,HIGH_RISK,synthetic
13.01201,80.11108,NIGHT,WEEKDAY,3.26,4.82,3.32,10.24,0,0,0,45,NORMAL,HIGH,SAFE,synthetic
12.97186,80.3797,NIGHT,SATURDAY,4.04,2.92,5.72,7.2,1,0,0,71,NORMAL,HIGH,SAFE,synthetic
13.27646,80.00799,NIGHT,SUNDAY,4.73,6.53,6.28,7.17,2,0,0,53,NORMAL,LOW,MODERATE,synthetic
12.87123,80.26533,NIGHT,SUNDAY,3.85,6.59,5.72,5.8,1,0,0,54,NORMAL,LOW,MODERATE,synthetic
12.98718,80.2674,NIGHT,WEEKDAY,12.81,9.47,14.02,16.18,5,6,0,29,LOW,LOW,HIGH_RISK,synthetic
13.07243,80.26418,MORNING,WEEKDAY,2.48,6.27,4.08,11.31,1,1,0,68,HIGH,MODERATE,SAFE,synthetic
13.09305,80.20407,MORNING,WEEKDAY,1.04,0.73,1.16,2.77,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
13.24086,80.0839,EVENING,WEEKDAY,1.76,0.81,1.39,3.86,1,0,0,88,NORMAL,HIGH,SAFE,synthetic
12.99798,80.12621,EVENING,SATURDAY,1.42,0.76,1.17,0.82,1,0,0,98,NORMAL,MODERATE,SAFE,synthetic
12.89849,80.03054,DAY,WEEKDAY,0.2,0.43,1.58,2.78,0,0,0,74,NORMAL,HIGH,SAFE,synthetic
13.03338,80.39618,EVENING,SATURDAY,13.8,8.23,5.89,13.18,2,0,0,7,DESERTED,LOW,HIGH_RISK,synthetic
13.15805,80.14285,NIGHT,WEEKDAY,6.41,9.38,7.03,15.92,0,0,2,15,DESERTED,MODERATE,MODERATE,synthetic
13.08257,80.21931,EVENING,SATURDAY,0.96,0.31,2.22,1.28,0,0,0,97,HIGH,HIGH,SAFE,synthetic
13.04002,80.36207,MORNING,SUNDAY,3.1,5.02,5.28,4.12,1,1,0,64,LOW,HIGH,MODERATE,synthetic
13.17675,80.05411,EVENING,SATURDAY,8.81,6.6,7.66,12.24,6,2,4,11,DESERTED,LOW,HIGH_RISK,synthetic
13.22483,80.11722,EVENING,WEEKDAY,7.95,12.0,15.64,19.26,0,3,0,20,DESERTED,MODERATE,MODERATE,synthetic
13.25504,80.0724,DAY,WEEKDAY,4.41,3.81,3.05,3.26,1,1,2,37,NORMAL,LOW,MODERATE,synthetic
13.16464,80.12386,DAY,WEEKDAY,5.65,4.47,5.7,3.66,0,0,2,51,LOW,LOW,MODERATE,synthetic
12.9616,80.23643,EVENING,WEEKDAY,4.59,6.48,3.77,8.93,5,1,0,65,NORMAL,LOW,MODERATE,synthetic
13.05929,80.12865,EVENING,SUNDAY,11.71,9.0,13.45,12.29,8,2,1,30,LOW,LOW,HIGH_RISK,synthetic
13.24352,80.1541,EVENING,WEEKDAY,5.53,9.19,10.27,20.77,9,1,5,6,LOW,LOW,HIGH_RISK,synthetic
13.05152,80.34239,MORNING,SUNDAY,5.08,3.65,5.17,3.3,2,0,0,57,NORMAL,MODERATE,SAFE,synthetic
13.00784,80.09999,DAY,SATURDAY,3.47,4.11,5.49,3.06,0,1,0,64,LOW,HIGH,SAFE,synthetic
13.11938,80.09955,DAY,SATURDAY,0.87,1.39,1.49,3.87,0,0,0,95,NORMAL,MODERATE,SAFE,synthetic
13.24941,80.2903,MORNING,SATURDAY,1.43,1.26,2.77,3.32,0,0,0,99,NORMAL,HIGH,SAFE,synthetic
13.21794,80.11192,MORNING,SUNDAY,2.03,6.37,3.05,3.92,0,1,0,67,NORMAL,HIGH,SAFE,synthetic
12.89503,80.02465,MORNING,WEEKDAY,2.41,5.35,4.14,7.04,0,0,0,38,LOW,HIGH,SAFE,synthetic
12.89086,80.00564,EVENING,WEEKDAY,2.19,2.7,7.24,8.43,0,1,0,78,LOW,LOW,SAFE,synthetic
13.1865,80.02687,DAY,WEEKDAY,0.83,2.18,1.7,2.79,0,0,0,83,HIGH,MODERATE,SAFE,synthetic
12.81039,80.07831,DAY,SUNDAY,7.4,5.5,7.05,16.49,16,0,0,24,LOW,LOW,HIGH_RISK,synthetic
13.24384,80.11325,NIGHT,WEEKDAY,10.86,9.12,9.65,21.05,15,8,2,14,DESERTED,MODERATE,HIGH_RISK,synthetic
13.00237,80.34269,DAY,SUNDAY,1.43,0.12,1.2,2.65,0,0,0,97,NORMAL,MODERATE,SAFE,synthetic
12.84217,80.02611,MORNING,SUNDAY,1.22,2.04,1.33,2.06,0,0,0,94,HIGH,MODERATE,SAFE,synthetic
12.80611,80.05025,EVENING,SATURDAY,3.05,6.67,5.76,7.68,1,0,0,47,NORMAL,HIGH,SAFE,synthetic
13.22682,80.15878,NIGHT,SUNDAY,9.51,10.19,5.65,11.22,0,0,0,37,LOW,MODERATE,MODERATE,synthetic
13.26986,80.02705,EVENING,WEEKDAY,5.28,1.89,2.11,3.22,0,1,0,35,NORMAL,LOW,MODERATE,synthetic
13.27482,80.30641,DAY,SUNDAY,9.2,12.32,7.01,9.09,5,0,3,13,DESERTED,MODERATE,HIGH_RISK,synthetic
13.04308,80.29668,MORNING,WEEKDAY,1.13,1.68,2.94,3.11,0,0,0,83,NORMAL,HIGH,SAFE,synthetic
13.05602,80.06625,DAY,WEEKDAY,2.26,5.48,3.17,11.07,0,2,0,48,NORMAL,MODERATE,SAFE,synthetic
12.95162,80.0617,DAY,SUNDAY,4.12,2.61,6.56,7.67,1,2,0,72,LOW,MODERATE,MODERATE,synthetic
13.18915,80.3192,DAY,SATURDAY,1.59,3.0,4.81,8.36,2,0,1,69,NORMAL,HIGH,MODERATE,synthetic
12.87533,80.10281,NIGHT,SATURDAY,9.35,4.14,5.02,16.17,0,2,4,6,DESERTED,LOW,HIGH_RISK,synthetic
12.89337,80.05524,DAY,WEEKDAY,0.16,0.84,2.73,3.41,0,0,0,94,NORMAL,MODERATE,SAFE,synthetic
12.82043,80.12588,DAY,SATURDAY,13.12,5.1,10.04,14.1,6,3,0,9,DESERTED,LOW,HIGH_RISK,synthetic
13.06399,80.13371,MORNING,SATURDAY,1.21,0.21,2.51,1.97,0,0,0,89,NORMAL,MODERATE,SAFE,synthetic
13.29595,80.09419,NIGHT,SUNDAY,6.79,10.48,5.45,15.93,3,1,1,10,LOW,MODERATE,HIGH_RISK,synthetic
13.11796,80.31617,DAY,WEEKDAY,1.74,0.77,2.37,0.89,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.9788,80.19157,DAY,SUNDAY,5.35,5.74,2.11,7.1,1,1,0,55,NORMAL,LOW,MODERATE,synthetic
12.9607,80.23559,EVENING,WEEKDAY,5.45,2.17,2.69,5.7,2,0,0,43,HIGH,MODERATE,MODERATE,synthetic
13.18669,80.34022,DAY,SATURDAY,4.01,5.48,6.09,5.11,0,2,0,62,LOW,LOW,MODERATE,synthetic
13.13311,80.34627,DAY,WEEKDAY,0.8,0.22,0.28,3.96,0,0,0,85,NORMAL,HIGH,SAFE,synthetic
12.83524,80.27331,MORNING,WEEKDAY,1.38,0.7,2.29,3.19,0,0,0,91,NORMAL,MODERATE,SAFE,synthetic
12.8802,80.26423,DAY,WEEKDAY,4.37,9.54,11.33,12.86,11,1,2,14,LOW,MODERATE,HIGH_RISK,synthetic
12.83953,80.19569,MORNING,SUNDAY,1.39,2.0,2.58,3.93,0,0,0,82,HIGH,MODERATE,SAFE,synthetic
13.04837,80.29193,DAY,SATURDAY,0.5,2.45,1.42,1.14,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
12.96091,80.34286,DAY,SATURDAY,0.3,2.44,2.62,1.56,0,0,0,86,NORMAL,HIGH,SAFE,synthetic
13.05609,80.08614,NIGHT,SATURDAY,10.39,13.0,6.2,17.97,5,1,0,17,DESERTED,LOW,HIGH_RISK,synthetic
13.12426,80.02121,EVENING,SUNDAY,4.6,2.47,3.33,4.81,0,1,0,49,NORMAL,MODERATE,SAFE,synthetic
12.90754,80.124,EVENING,SATURDAY,5.3,5.91,2.76,4.12,1,1,1,39,NORMAL,LOW,MODERATE,synthetic
13.25822,80.18191,MORNING,SUNDAY,1.2,1.08,2.47,1.69,1,0,0,74,NORMAL,MODERATE,SAFE,synthetic
12.87114,80.04455,EVENING,SUNDAY,0.25,2.2,2.84,0.66,0,0,0,78,NORMAL,MODERATE,SAFE,synthetic
12.92228,80.29081,DAY,SATURDAY,8.0,10.69,9.4,15.66,13,1,3,30,DESERTED,LOW,HIGH_RISK,synthetic
12.94847,80.03458,DAY,SATURDAY,2.25,3.41,6.76,5.21,1,5,0,37,NORMAL,LOW,MODERATE,synthetic
12.87431,80.17872,MORNING,WEEKDAY,2.7,4.87,2.42,6.03,3,0,0,61,HIGH,HIGH,MODERATE,synthetic
12.97163,80.09467,NIGHT,WEEKDAY,11.46,10.82,5.54,10.1,0,1,4,17,DESERTED,LOW,HIGH_RISK,synthetic
13.10856,80.34755,MORNING,SUNDAY,0.47,1.37,1.22,2.19,2,0,0,71,NORMAL,MODERATE,SAFE,synthetic
13.05188,80.36879,EVENING,WEEKDAY,3.47,3.0,5.95,8.13,0,2,2,76,NORMAL,HIGH,MODERATE,synthetic
12.80303,80.03,EVENING,SATURDAY,1.87,3.02,5.93,5.78,3,1,0,42,NORMAL,LOW,MODERATE,synthetic
13.04554,80.00673,MORNING,SATURDAY,1.92,0.86,0.71,1.16,0,0,0,74,NORMAL,HIGH,SAFE,synthetic
13.20739,80.29187,EVENING,SATURDAY,4.18,3.9,5.47,7.66,6,0,0,37,NORMAL,MODERATE,MODERATE,synthetic
13.07619,80.28582,MORNING,WEEKDAY,1.36,1.79,1.35,1.91,0,0,0,93,NORMAL,MODERATE,SAFE,synthetic
13.17007,80.13289,NIGHT,WEEKDAY,4.74,4.11,6.35,10.5,24,3,1,29,LOW,LOW,HIGH_RISK,synthetic
13.12796,80.05464,EVENING,WEEKDAY,6.02,11.31,13.86,10.01,0,7,1,15,DESERTED,LOW,HIGH_RISK,synthetic
13.0527,80.35449,DAY,SUNDAY,1.57,1.69,0.52,1.53,0,0,0,80,NORMAL,MODERATE,SAFE,synthetic
13.05966,80.22177,EVENING,SATURDAY,1.39,1.03,1.22,1.02,0,0,0,94,HIGH,HIGH,SAFE,synthetic
12.94026,80.17684,EVENING,SUNDAY,1.41,1.25,0.82,2.27,0,0,0,88,NORMAL,HIGH,SAFE,synthetic
13.08608,80.35177,MORNING,SUNDAY,1.4,0.62,0.54,2.13,0,0,0,71,HIGH,MODERATE,SAFE,synthetic
13.00396,80.15587,EVENING,SATURDAY,0.62,2.21,1.53,1.69,0,0,0,80,HIGH,HIGH,SAFE,synthetic
12.92545,80.25241,DAY,SUNDAY,0.79,1.84,1.97,1.16,0,0,0,88,NORMAL,MODERATE,SAFE,synthetic
13.19154,80.26224,DAY,SUNDAY,2.53,5.58,3.43,11.83,0,0,0,58,NORMAL,MODERATE,SAFE,synthetic
12.87954,80.19454,DAY,SUNDAY,0.55,0.12,1.24,1.61,0,0,0,91,NORMAL,HIGH,SAFE,synthetic
13.00599,80.18604,DAY,SATURDAY,1.64,2.29,2.75,1.28,0,0,0,96,NORMAL,MODERATE,SAFE,synthetic
12.85155,80.00275,NIGHT,WEEKDAY,11.04,7.55,11.55,11.58,0,1,0,11,LOW,LOW,HIGH_RISK,synthetic
13.18343,80.06665,EVENING,WEEKDAY,0.94,1.96,2.02,2.96,0,0,0,72,HIGH,HIGH,SAFE,synthetic
13.05327,80.19468,DAY,SUNDAY,3.47,6.56,7.04,10.91,1,0,0,70,NORMAL,HIGH,SAFE,synthetic
12.80373,80.34066,MORNING,WEEKDAY,1.1,1.58,0.75,3.64,0,0,0,87,NORMAL,HIGH,SAFE,synthetic
12.92289,80.39956,DAY,WEEKDAY,1.68,0.48,2.94,1.29,0,0,0,79,HIGH,MODERATE,SAFE,synthetic
13.10132,80.02219,DAY,SATURDAY,0.41,0.82,0.61,3.73,0,0,0,86,NORMAL,HIGH,SAFE,synthetic
13.02638,80.20229,NIGHT,WEEKDAY,6.23,8.88,6.64,13.6,4,1,0,15,LOW,LOW,HIGH_RISK,synthetic
13.0068,80.31357,NIGHT,SUNDAY,5.72,3.1,4.47,9.83,1,0,0,75,LOW,HIGH,MODERATE,synthetic
12.94728,80.00912,NIGHT,SUNDAY,5.21,3.98,2.99,5.59,3,2,0,73,NORMAL,HIGH,MODERATE,synthetic
12.85835,80.37056,MORNING,SATURDAY,4.95,1.8,5.04,8.6,1,1,0,70,LOW,HIGH,MODERATE,synthetic
13.25835,80.39063,EVENING,SUNDAY,0.43,0.63,1.54,3.56,0,0,0,83,NORMAL,MODERATE,SAFE,synthetic
12.95948,80.37177,EVENING,WEEKDAY,5.26,6.43,4.9,11.05,2,2,0,62,HIGH,HIGH,MODERATE,synthetic
12.80186,80.1299,DAY,WEEKDAY,3.55,3.16,7.95,11.46,0,1,0,48,LOW,HIGH,SAFE,synthetic
13.15822,80.25027,EVENING,SATURDAY,4.47,5.74,5.53,11.07,0,7,2,31,LOW,LOW,HIGH_RISK,synthetic
13.13695,80.02172,DAY,WEEKDAY,4.23,9.3,14.84,17.16,10,3,0,10,DESERTED,LOW,HIGH_RISK,synthetic
12.97225,80.30132,MORNING,WEEKDAY,2.66,2.45,3.02,7.13,1,0,0,78,NORMAL,LOW,SAFE,synthetic
13.02559,80.09804,EVENING,SUNDAY,13.11,8.05,9.94,14.0,0,1,0,22,DESERTED,LOW,HIGH_RISK,synthetic
13.04026,80.17691,DAY,SUNDAY,0.11,0.56,0.86,3.3,0,0,0,72,HIGH,MODERATE,SAFE,synthetic
13.01881,80.22593,EVENING,WEEKDAY,0.66,0.83,0.93,2.11,0,0,0,75,NORMAL,MODERATE,SAFE,synthetic
12.92906,80.32161,DAY,SUNDAY,12.76,10.02,9.65,14.83,3,1,0,21,LOW,LOW,HIGH_RISK,synthetic
12.82487,80.13115,EVENING,SUNDAY,13.17,8.9,15.52,22.0,27,4,0,39,DESERTED,MODERATE,HIGH_RISK,synthetic
13.1657,80.38304,EVENING,WEEKDAY,5.94,3.58,3.2,4.01,2,1,0,67,LOW,HIGH,MODERATE,synthetic
13.23133,80.26727,NIGHT,WEEKDAY,9.83,13.91,7.66,12.2,0,1,1,31,DESERTED,LOW,HIGH_RISK,synthetic
13.29935,80.11782,EVENING,WEEKDAY,0.64,1.12,0.9,1.71,0,0,0,70,NORMAL,HIGH,SAFE,synthetic
12.84324,80.25367,NIGHT,SUNDAY,4.41,5.45,6.61,17.64,35,10,1,19,LOW,MODERATE,HIGH_RISK,synthetic
12.88041,80.14312,NIGHT,SATURDAY,10.95,10.66,14.12,12.43,7,0,0,29,LOW,MODERATE,HIGH_RISK,synthetic
13.17437,80.26647,DAY,WEEKDAY,1.84,1.91,2.04,2.78,0,0,0,72,NORMAL,MODERATE,SAFE,synthetic
12.83863,80.05687,DAY,WEEKDAY,12.84,13.52,9.71,20.54,14,4,0,33,LOW,MODERATE,HIGH_RISK,synthetic
13.12511,80.27272,DAY,WEEKDAY,1.47,0.62,2.52,1.27,0,0,0,78,HIGH,HIGH,SAFE,synthetic
13.02777,80.37207,MORNING,SATURDAY,3.24,6.88,4.78,6.9,2,1,0,51,LOW,MODERATE,MODERATE,synthetic
12.9921,80.05862,EVENING,WEEKDAY,4.78,3.45,2.98,5.04,3,0,0,65,LOW,MODERATE,MODERATE,synthetic
13.03427,80.01251,DAY,WEEKDAY,5.48,7.53,9.23,15.83,7,0,0,9,LOW,MODERATE,HIGH_RISK,synthetic
13.1005,80.14292,DAY,SUNDAY,4.46,3.85,6.39,3.83,7,0,0,71,NORMAL,MODERATE,MODERATE,synthetic
13.16938,80.38421,DAY,SATURDAY,1.67,0.94,1.7,2.06,0,0,0,96,NORMAL,HIGH,SAFE,synthetic
13.12297,80.07677,DAY,SATURDAY,1.4,0.37,0.5,3.09,0,0,0,98,NORMAL,MODERATE,SAFE,synthetic
13.27224,80.08309,NIGHT,WEEKDAY,2.08,2.65,4.71,8.16,4,0,0,77,NORMAL,MODERATE,MODERATE,synthetic
12.87159,80.16484,MORNING,WEEKDAY,2.91,5.15,3.42,5.91,5,0,0,76,NORMAL,MODERATE,MODERATE,synthetic
12.8856,80.20273,MORNING,SATURDAY,1.29,2.2,1.22,1.09,0,0,0,83,NORMAL,HIGH,SAFE,synthetic
12.85508,80.39244,EVENING,WEEKDAY,0.47,0.45,1.8,2.05,0,0,0,71,NORMAL,HIGH,SAFE,synthetic
12.97157,80.33657,EVENING,WEEKDAY,3.06,6.12,6.51,5.68,0,2,0,39,HIGH,HIGH,SAFE,synthetic
13.07532,80.11602,NIGHT,SUNDAY,10.22,10.71,10.0,12.61,0,2,0,25,DESERTED,LOW,HIGH_RISK,synthetic
12.96644,80.26815,DAY,SUNDAY,1.87,0.97,0.48,1.11,0,0,1,96,NORMAL,HIGH,SAFE,synthetic
12.80938,80.20049,NIGHT,SUNDAY,7.26,5.28,15.8,18.83,7,7,1,24,LOW,LOW,HIGH_RISK,synthetic
13.27529,80.22746,EVENING,WEEKDAY,1.03,1.57,1.39,3.27,0,0,0,91,HIGH,MODERATE,SAFE,synthetic
